,ID,direct_trip,number_of_adults,number_of_children,type_of_meal_plan,people_with_disabilities,class,year,month,date,repeated_guest,np_cancellations,np_not_canceled,price,status
24950,DZ24951,Yes,2,1,plan 1,0,Type 1,2023,1,17,Yes,11,16,950.0,Not_Canceled
24951,DZ24952,Yes,2,0,plan 1,0,Type 4,2023,4,28,No,0,0,972.4,Not_Canceled
24952,DZ24953,No,1,0,not selected,0,Type 1,2023,4,3,No,0,0,740.0,Canceled
24953,DZ24954,Yes,2,0,plan 2,0,Type 1,2023,9,30,No,0,0,1620.0,Canceled
24954,DZ24955,No,2,1,plan 1,0,Type 1,2023,10,8,No,0,0,1370.0,Not_Canceled
24955,DZ24956,Yes,1,1,plan 1,0,Type 1,2023,10,6,No,0,0,1154.0,Not_Canceled
24956,DZ24957,No,2,3,plan 1,0,Type 4,2023,8,5,No,0,0,1880.0,Not_Canceled
24957,DZ24958,Yes,1,0,plan 1,0,Type 1,2023,11,17,No,0,0,866.0,Canceled
24958,DZ24959,Yes,2,0,plan 1,0,Type 4,2023,4,28,No,0,0,790.3,Not_Canceled
24959,DZ24960,Yes,2,0,plan 1,0,Type 1,2023,1,14,No,0,0,680.0,Not_Canceled
24960,DZ24961,No,1,0,plan 1,0,Type 1,2023,6,24,No,0,0,1120.0,Canceled
24962,DZ24963,Yes,2,2,plan 1,0,Type 4,2022,11,22,No,0,0,1030.0,Not_Canceled
24964,DZ24965,No,3,0,plan 1,0,Type 4,2023,7,9,No,0,0,1451.0,Not_Canceled
24965,DZ24966,No,2,2,plan 1,0,Type 6,2023,11,29,No,0,0,1440.0,Not_Canceled
24966,DZ24967,No,2,2,plan 1,0,Type 4,2023,2,13,No,0,0,1080.0,Not_Canceled
24967,DZ24968,Yes,2,0,plan 1,0,Type 4,2023,6,8,No,0,0,1176.0,Not_Canceled
24968,DZ24969,Yes,1,1,plan 1,0,Type 1,2023,2,15,No,0,0,20.0,Not_Canceled
24969,DZ24970,Yes,2,2,plan 1,0,Type 1,2023,4,12,No,0,0,929.5,Not_Canceled
24970,DZ24971,Yes,1,0,plan 1,0,Type 4,2023,6,29,No,0,0,1227.0,Not_Canceled
24971,DZ24972,No,2,0,plan 1,0,Type 1,2022,10,8,No,0,0,747.5,Not_Canceled
24972,DZ24973,Yes,1,0,plan 1,1,Type 1,2023,6,21,No,0,0,1326.6999999999998,Not_Canceled
24973,DZ24974,No,1,1,plan 1,0,Type 1,2023,9,26,No,0,0,830.0,Canceled
24976,DZ24977,Yes,1,0,plan 1,0,Type 1,2023,8,31,No,0,0,929.5,Canceled
24977,DZ24978,No,2,0,plan 1,0,Type 1,2023,12,28,No,0,0,844.5,Not_Canceled
24978,DZ24979,No,1,2,plan 1,0,Type 1,2023,12,27,No,0,0,620.0,Not_Canceled
24979,DZ24980,Yes,2,2,plan 1,0,Type 1,2023,9,18,No,0,0,931.2,Not_Canceled
24980,DZ24981,No,3,2,plan 1,0,Type 1,2022,10,17,No,0,0,920.0,Not_Canceled
24981,DZ24982,Yes,2,2,plan 1,0,Type 4,2022,10,9,No,0,0,893.0,Not_Canceled
24982,DZ24983,Yes,2,2,plan 1,0,Type 1,2022,10,6,Yes,1,0,920.0,Not_Canceled
24983,DZ24984,No,2,2,plan 1,0,Type 1,2023,5,7,No,0,0,1289.0,Canceled
24984,DZ24985,No,2,0,plan 1,0,Type 1,2023,1,29,No,0,0,1030.0,Not_Canceled
24985,DZ24986,Yes,2,0,plan 1,0,Type 1,2023,6,17,No,0,0,770.0,Canceled
24986,DZ24987,No,1,0,plan 1,0,Type 1,2022,12,17,No,0,0,670.0,Not_Canceled
24987,DZ24988,No,2,0,plan 2,0,Type 1,2022,8,8,No,0,0,965.0,Not_Canceled
24988,DZ24989,Yes,3,0,plan 1,1,Type 4,2023,8,23,No,0,0,1457.0,Canceled
24989,DZ24990,Yes,2,0,plan 1,0,Type 1,2023,4,30,No,0,0,790.3,Not_Canceled
24990,DZ24991,Yes,2,2,not selected,0,Type 1,2023,7,1,No,0,0,875.0,Canceled
24991,DZ24992,Yes,2,2,plan 1,0,Type 4,2023,9,16,No,0,0,1514.0,Canceled
24992,DZ24993,Yes,2,0,not selected,0,Type 1,2023,12,7,No,0,0,900.0,Not_Canceled
24994,DZ24995,No,2,2,plan 1,0,Type 1,2023,4,22,No,0,0,870.0,Canceled
24995,DZ24996,Yes,2,0,plan 1,0,Type 1,2023,11,3,No,0,0,910.0,Canceled
24997,DZ24998,No,2,2,not selected,0,Type 1,2023,5,23,No,0,0,1510.0,Not_Canceled
24998,DZ24999,Yes,1,1,plan 1,0,Type 1,2022,8,3,No,0,0,670.0,Not_Canceled
24999,DZ25000,Yes,2,0,plan 2,0,Type 1,2023,4,6,No,0,0,1060.0,Not_Canceled
25000,DZ25001,No,1,0,plan 1,0,Type 1,2023,11,26,No,0,0,980.0,Not_Canceled
25001,DZ25002,Yes,2,2,not selected,0,Type 1,2023,4,1,No,0,0,875.0,Canceled
25002,DZ25003,Yes,2,0,plan 1,0,Type 4,2023,6,17,No,0,0,1310.0,Canceled
25003,DZ25004,Yes,3,2,plan 1,0,Type 4,2022,10,18,No,0,0,1070.0,Not_Canceled
25004,DZ25005,No,1,0,plan 1,0,Type 1,2022,9,20,Yes,1,0,920.0,Not_Canceled
25005,DZ25006,No,1,1,plan 1,0,Type 1,2023,11,1,No,0,0,1120.0,Canceled
25006,DZ25007,Yes,2,2,plan 1,0,Type 1,2023,10,12,No,0,0,827.5,Not_Canceled
25007,DZ25008,Yes,2,2,plan 1,0,Type 4,2022,11,6,No,0,0,620.0,Not_Canceled
25008,DZ25009,Yes,2,1,plan 1,0,Type 4,2023,9,20,No,0,0,1148.8,Not_Canceled
25009,DZ25010,Yes,2,1,plan 1,0,Type 4,2023,4,1,No,0,0,1082.0,Not_Canceled
25010,DZ25011,No,2,0,plan 1,0,Type 1,2023,2,7,No,0,0,680.0,Not_Canceled
25011,DZ25012,No,1,2,plan 1,0,Type 4,2023,7,23,No,0,0,955.0,Not_Canceled
25012,DZ25013,No,1,0,plan 1,0,Type 1,2022,9,7,No,0,0,1350.0,Not_Canceled
25013,DZ25014,Yes,1,2,plan 1,0,Type 1,2023,11,18,No,0,0,884.0,Not_Canceled
25014,DZ25015,Yes,2,2,not selected,0,Type 1,2023,12,1,No,0,0,775.4000000000001,Not_Canceled
25015,DZ25016,Yes,2,0,plan 2,0,Type 1,2022,7,17,No,0,0,1110.0,Canceled
25016,DZ25017,No,2,2,plan 1,0,Type 1,2023,6,12,No,0,0,1163.3,Canceled
25017,DZ25018,No,2,0,plan 1,0,Type 4,2023,1,22,No,0,0,796.0,Not_Canceled
25018,DZ25019,Yes,2,0,plan 1,0,Type 1,2023,3,29,No,0,0,844.5,Not_Canceled
25020,DZ25021,Yes,1,1,plan 1,0,Type 1,2023,6,14,No,0,0,1220.0,Not_Canceled
25022,DZ25023,Yes,2,2,not selected,0,Type 1,2023,7,11,No,0,0,751.2,Canceled
25023,DZ25024,No,1,1,plan 1,0,Type 1,2023,12,27,No,0,0,620.0,Not_Canceled
25024,DZ25025,No,1,0,plan 1,0,Type 1,2023,1,19,No,0,0,910.0,Not_Canceled
25025,DZ25026,No,2,2,plan 1,0,Type 4,2023,7,18,No,0,0,1163.3,Not_Canceled
25027,DZ25028,Yes,3,1,plan 1,0,Type 4,2023,3,20,No,0,0,1334.0,Canceled
25028,DZ25029,Yes,2,1,plan 2,0,Type 1,2023,7,21,No,0,0,1170.0,Canceled
25029,DZ25030,Yes,2,0,plan 1,0,Type 1,2023,5,25,No,0,0,1109.0,Not_Canceled
25030,DZ25031,Yes,2,0,plan 1,0,Type 1,2023,5,20,No,0,0,800.0,Not_Canceled
25031,DZ25032,Yes,2,2,not selected,0,Type 1,2023,6,12,No,0,0,1043.3,Not_Canceled
25032,DZ25033,No,2,1,plan 1,0,Type 4,2023,10,2,No,0,0,1660.0,Not_Canceled
25033,DZ25034,Yes,1,2,plan 1,0,Type 1,2023,5,24,No,0,0,1167.5,Not_Canceled
25034,DZ25035,No,3,1,plan 1,0,Type 4,2023,3,25,No,0,0,1946.7,Not_Canceled
25035,DZ25036,Yes,3,1,plan 1,0,Type 4,2023,6,9,No,0,0,1433.0,Canceled
25036,DZ25037,Yes,2,2,plan 1,0,Type 1,2023,5,13,No,0,0,970.0,Canceled
25037,DZ25038,Yes,2,0,plan 2,0,Type 1,2023,5,17,No,0,0,1140.0,Canceled
25038,DZ25039,Yes,2,0,plan 1,0,Type 4,2023,8,2,No,0,0,1208.0,Not_Canceled
25039,DZ25040,No,2,0,plan 1,0,Type 1,2023,8,23,No,0,0,1420.0,Not_Canceled
25040,DZ25041,No,2,1,plan 1,0,Type 1,2023,7,23,No,0,0,1014.5,Not_Canceled
25041,DZ25042,Yes,2,3,plan 2,0,Type 6,2023,8,5,No,0,0,2456.0,Canceled
25043,DZ25044,No,2,1,plan 1,0,Type 1,2023,3,26,No,0,0,1020.0,Canceled
25044,DZ25045,Yes,2,2,plan 1,0,Type 1,2023,4,26,No,0,0,950.8,Not_Canceled
25045,DZ25046,No,2,2,plan 1,0,Type 4,2023,11,13,No,0,0,989.0,Canceled
25047,DZ25048,No,2,0,plan 1,0,Type 1,2022,9,5,No,0,0,742.5,Not_Canceled
25048,DZ25049,No,1,2,plan 1,0,Type 1,2022,11,20,No,0,0,750.0,Not_Canceled
25051,DZ25052,No,1,1,plan 1,0,Type 1,2023,6,6,No,0,0,1120.0,Not_Canceled
25052,DZ25053,No,2,1,plan 1,1,Type 4,2023,6,26,No,0,0,1163.0,Canceled
25053,DZ25054,No,2,1,plan 1,0,Type 1,2023,4,2,No,0,0,919.3,Not_Canceled
25054,DZ25055,No,2,1,not selected,0,Type 1,2023,11,24,No,0,0,812.0,Canceled
25055,DZ25056,Yes,1,1,plan 2,0,Type 1,2023,9,13,No,0,0,50.0,Canceled
25056,DZ25057,Yes,3,2,plan 1,0,Type 4,2023,11,18,No,0,0,1280.0,Not_Canceled
25057,DZ25058,No,2,1,plan 1,0,Type 1,2023,2,17,No,0,0,770.0,Not_Canceled
25058,DZ25059,Yes,2,0,plan 1,0,Type 1,2023,9,15,No,0,0,1145.9,Not_Canceled
25059,DZ25060,No,1,1,plan 1,0,Type 1,2023,4,19,No,0,0,1170.0,Canceled
25060,DZ25061,Yes,2,1,not selected,0,Type 1,2023,6,26,No,0,0,910.0,Not_Canceled
25061,DZ25062,Yes,2,1,plan 1,0,Type 1,2023,9,2,No,0,0,1118.0,Not_Canceled
25062,DZ25063,Yes,2,2,plan 1,0,Type 1,2023,6,3,No,0,0,1340.0,Not_Canceled
25064,DZ25065,No,1,1,plan 1,0,Type 1,2023,7,11,Yes,0,5,670.0,Not_Canceled
25065,DZ25066,No,2,1,plan 1,0,Type 1,2023,8,27,No,0,0,929.5,Not_Canceled
25066,DZ25067,Yes,2,2,not selected,0,Type 1,2023,5,19,No,0,0,1181.0,Canceled
25067,DZ25068,No,2,2,plan 1,0,Type 1,2022,10,16,No,0,0,720.0,Canceled
25068,DZ25069,No,2,1,plan 1,0,Type 4,2022,12,30,No,0,0,626.7,Not_Canceled
25069,DZ25070,Yes,3,2,plan 1,0,Type 4,2023,8,19,No,0,0,1523.0,Not_Canceled
25070,DZ25071,No,2,2,plan 1,0,Type 1,2023,11,15,No,0,0,770.0,Not_Canceled
25071,DZ25072,Yes,3,1,plan 1,0,Type 4,2023,7,27,No,0,0,1419.5,Canceled
25072,DZ25073,No,2,0,plan 1,0,Type 1,2023,8,14,No,0,0,1182.7,Not_Canceled
25073,DZ25074,No,2,2,plan 2,0,Type 1,2022,9,18,No,0,0,1035.0,Not_Canceled
25074,DZ25075,No,2,2,plan 1,0,Type 1,2023,1,25,No,0,0,930.0,Not_Canceled
25076,DZ25077,No,2,0,plan 1,0,Type 1,2023,9,13,No,0,0,1381.0,Canceled
25078,DZ25079,No,2,2,plan 1,0,Type 1,2023,4,11,No,0,0,20.0,Not_Canceled
25079,DZ25080,No,2,2,plan 1,0,Type 1,2023,5,10,No,0,0,950.0,Not_Canceled
25081,DZ25082,Yes,2,1,plan 2,0,Type 1,2023,8,19,No,0,0,1170.0,Canceled
25083,DZ25084,Yes,2,1,plan 1,0,Type 4,2023,9,1,No,0,0,1233.5,Not_Canceled
25084,DZ25085,No,2,1,plan 1,0,Type 1,2023,8,22,No,0,0,1050.5,Not_Canceled
25085,DZ25086,Yes,1,0,not selected,0,Type 1,2023,3,10,No,0,0,532.8,Canceled
25086,DZ25087,Yes,2,0,not selected,0,Type 1,2023,7,22,No,0,0,657.5,Canceled
25088,DZ25089,Yes,2,2,plan 1,0,Type 1,2022,11,28,No,0,0,1082.0,Not_Canceled
25089,DZ25090,Yes,2,2,plan 1,0,Type 7,2023,12,10,No,0,0,20.0,Not_Canceled
25090,DZ25091,Yes,2,0,not selected,0,Type 1,2023,4,26,No,0,0,967.8,Canceled
25091,DZ25092,No,1,1,plan 1,0,Type 1,2023,5,15,Yes,0,2,670.0,Not_Canceled
25092,DZ25093,No,2,0,not selected,0,Type 1,2023,10,17,No,0,0,1100.0,Canceled
25093,DZ25094,Yes,1,0,plan 1,0,Type 1,2023,5,23,No,0,0,1290.0,Canceled
25094,DZ25095,Yes,2,0,not selected,0,Type 1,2023,7,7,No,0,0,1055.0,Not_Canceled
25095,DZ25096,No,1,0,plan 1,0,Type 1,2023,5,29,No,0,0,1120.0,Not_Canceled
25096,DZ25097,Yes,2,1,not selected,0,Type 1,2023,10,13,No,0,0,1100.0,Canceled
25097,DZ25098,No,1,1,plan 1,0,Type 1,2023,10,13,No,0,0,970.0,Not_Canceled
25098,DZ25099,Yes,2,1,plan 1,0,Type 1,2023,10,2,No,0,0,1048.5,Canceled
25099,DZ25100,No,2,2,plan 1,0,Type 1,2023,9,27,No,0,0,1620.0,Not_Canceled
25101,DZ25102,Yes,2,1,plan 1,0,Type 1,2023,4,22,No,0,0,790.3,Not_Canceled
25102,DZ25103,No,2,1,plan 1,0,Type 1,2023,8,28,No,0,0,1270.0,Not_Canceled
25103,DZ25104,Yes,1,0,plan 1,0,Type 4,2023,5,9,No,0,0,1380.0,Canceled
25104,DZ25105,Yes,2,2,plan 1,0,Type 4,2023,9,17,No,0,0,1424.0,Canceled
25105,DZ25106,Yes,2,1,plan 1,0,Type 1,2023,6,12,No,0,0,1364.1999999999998,Not_Canceled
25106,DZ25107,No,3,1,plan 2,0,Type 4,2023,7,17,No,0,0,1930.0,Canceled
25108,DZ25109,Yes,2,2,plan 1,0,Type 1,2022,10,13,No,0,0,1334.3000000000002,Not_Canceled
25109,DZ25110,Yes,2,0,plan 1,0,Type 1,2023,12,8,No,0,0,1001.0,Not_Canceled
25110,DZ25111,Yes,2,1,plan 1,0,Type 1,2023,7,17,No,0,0,1163.0,Not_Canceled
25111,DZ25112,No,2,1,not selected,0,Type 1,2023,6,17,No,0,0,1310.0,Canceled
25112,DZ25113,Yes,2,0,not selected,0,Type 1,2023,10,8,No,0,0,892.0,Not_Canceled
25113,DZ25114,No,2,2,plan 1,0,Type 4,2023,8,9,No,0,0,880.5,Not_Canceled
25114,DZ25115,No,2,0,plan 1,0,Type 2,2023,3,18,No,0,0,768.0,Not_Canceled
25115,DZ25116,Yes,1,1,plan 1,0,Type 1,2023,9,11,No,0,0,1510.0,Not_Canceled
25116,DZ25117,No,2,2,not selected,0,Type 1,2023,10,2,No,0,0,1100.0,Not_Canceled
25117,DZ25118,No,1,0,plan 1,0,Type 1,2022,9,17,No,0,0,1112.5,Not_Canceled
25118,DZ25119,No,2,4,plan 1,1,Type 6,2023,1,1,No,0,0,1966.7,Not_Canceled
25119,DZ25120,No,2,2,plan 1,0,Type 1,2023,11,30,No,0,0,904.0,Not_Canceled
25120,DZ25121,Yes,2,0,plan 2,0,Type 1,2023,4,6,No,0,0,1060.0,Not_Canceled
25121,DZ25122,No,2,2,plan 1,0,Type 1,2023,6,3,No,0,0,1340.0,Canceled
25122,DZ25123,Yes,2,0,plan 1,0,Type 1,2023,1,1,No,0,0,1070.0,Not_Canceled
25123,DZ25124,No,1,1,plan 1,1,Type 1,2023,11,13,Yes,0,3,690.0,Not_Canceled
25124,DZ25125,Yes,3,2,plan 1,0,Type 4,2023,9,5,No,0,0,1448.8,Not_Canceled
25125,DZ25126,No,1,1,plan 1,0,Type 1,2023,7,5,Yes,0,28,20.0,Not_Canceled
25126,DZ25127,Yes,1,1,plan 1,0,Type 1,2023,12,29,No,0,0,720.0,Not_Canceled
25127,DZ25128,No,2,0,plan 1,0,Type 1,2023,10,21,No,0,0,1120.0,Canceled
25128,DZ25129,Yes,1,1,plan 1,0,Type 1,2023,5,9,Yes,0,2,970.0,Not_Canceled
25129,DZ25130,No,3,0,plan 1,0,Type 4,2023,10,20,No,0,0,1532.0,Not_Canceled
25130,DZ25131,No,2,1,plan 1,0,Type 1,2022,7,22,No,0,0,785.0,Canceled
25132,DZ25133,No,1,1,plan 1,0,Type 1,2023,2,28,No,0,0,620.0,Canceled
25133,DZ25134,Yes,2,1,plan 2,0,Type 1,2023,10,14,No,0,0,1170.0,Canceled
25134,DZ25135,Yes,2,2,plan 2,0,Type 1,2023,5,21,No,0,0,1140.0,Not_Canceled
25135,DZ25136,Yes,2,1,plan 1,0,Type 1,2023,7,16,No,0,0,1235.0,Canceled
25136,DZ25137,No,2,1,plan 1,0,Type 1,2023,5,6,No,0,0,837.6999999999999,Canceled
25137,DZ25138,Yes,2,0,plan 1,0,Type 1,2023,8,4,No,0,0,1121.9,Not_Canceled
25138,DZ25139,Yes,2,1,plan 1,0,Type 1,2023,12,27,No,0,0,720.0,Not_Canceled
25139,DZ25140,No,2,4,plan 1,0,Type 6,2023,5,28,No,0,0,2099.0,Not_Canceled
25140,DZ25141,No,2,2,plan 1,0,Type 2,2023,7,15,No,0,0,887.5,Canceled
25141,DZ25142,No,1,0,plan 1,0,Type 1,2023,3,1,No,0,0,780.0,Not_Canceled
25142,DZ25143,No,2,2,plan 1,0,Type 1,2023,3,20,No,0,0,870.0,Not_Canceled
25143,DZ25144,Yes,1,2,plan 1,0,Type 1,2023,3,29,No,0,0,1003.3,Not_Canceled
25144,DZ25145,No,2,0,plan 1,0,Type 1,2023,10,16,No,0,0,747.6,Not_Canceled
25145,DZ25146,Yes,2,0,plan 1,0,Type 1,2022,10,15,No,0,0,670.0,Canceled
25146,DZ25147,Yes,0,2,plan 1,0,Type 2,2023,12,2,No,0,0,798.6,Not_Canceled
25148,DZ25149,No,2,2,plan 1,0,Type 6,2023,11,13,No,0,0,20.0,Not_Canceled
25149,DZ25150,No,2,0,plan 1,0,Type 1,2023,5,20,No,0,0,1020.0,Canceled
25150,DZ25151,Yes,2,0,plan 1,0,Type 1,2022,10,6,Yes,1,0,920.0,Not_Canceled
25152,DZ25153,Yes,2,2,plan 1,0,Type 1,2023,10,26,No,0,0,929.0,Not_Canceled
25153,DZ25154,Yes,3,2,plan 1,0,Type 4,2023,7,25,No,0,0,1397.0,Not_Canceled
25154,DZ25155,No,2,1,not selected,0,Type 1,2023,11,4,No,0,0,1221.5,Not_Canceled
25155,DZ25156,No,2,0,not selected,0,Type 1,2023,11,21,No,0,0,812.0,Canceled
25156,DZ25157,No,2,0,plan 1,0,Type 4,2023,5,12,No,0,0,1424.0,Not_Canceled
25157,DZ25158,Yes,2,0,plan 1,0,Type 1,2023,4,20,No,0,0,648.0,Canceled
25158,DZ25159,Yes,1,0,not selected,0,Type 1,2023,3,2,No,0,0,820.0,Not_Canceled
25159,DZ25160,Yes,2,1,not selected,0,Type 1,2023,9,26,No,0,0,1091.0,Canceled
25160,DZ25161,No,2,0,plan 1,0,Type 1,2023,5,11,No,0,0,770.0,Not_Canceled
25161,DZ25162,No,1,2,plan 1,0,Type 1,2023,6,24,No,0,0,970.0,Not_Canceled
25162,DZ25163,Yes,3,2,plan 1,0,Type 4,2023,6,2,No,0,0,1613.0,Canceled
25163,DZ25164,No,2,2,plan 1,0,Type 1,2023,10,28,No,0,0,1310.0,Not_Canceled
25164,DZ25165,No,3,2,plan 1,0,Type 4,2023,12,22,No,0,0,1374.0,Not_Canceled
25166,DZ25167,No,2,2,plan 1,0,Type 1,2022,10,10,No,0,0,786.7,Not_Canceled
25167,DZ25168,No,3,1,plan 1,0,Type 4,2023,12,22,No,0,0,1280.0,Not_Canceled
25168,DZ25169,Yes,2,2,plan 1,0,Type 1,2023,6,12,No,0,0,1116.5,Not_Canceled
25169,DZ25170,No,2,2,plan 1,0,Type 2,2023,1,1,No,0,0,1802.5,Canceled
25170,DZ25171,Yes,2,3,plan 1,0,Type 1,2023,6,23,No,0,0,1210.0,Canceled
25171,DZ25172,No,2,0,plan 1,0,Type 1,2023,12,28,No,0,0,1334.3000000000002,Not_Canceled
25173,DZ25174,Yes,1,2,plan 1,0,Type 1,2023,10,13,No,0,0,820.0,Not_Canceled
25174,DZ25175,Yes,1,1,plan 1,0,Type 1,2023,6,22,No,0,0,970.0,Not_Canceled
25175,DZ25176,Yes,3,1,plan 1,0,Type 4,2023,10,29,No,0,0,1307.0,Canceled
25176,DZ25177,No,2,0,plan 2,0,Type 1,2022,10,16,No,0,0,1110.0,Not_Canceled
25177,DZ25178,No,2,0,plan 1,0,Type 1,2022,9,1,No,0,0,785.0,Not_Canceled
25178,DZ25179,No,2,1,plan 1,0,Type 1,2023,7,20,No,0,0,1073.0,Canceled
25179,DZ25180,No,2,3,not selected,0,Type 6,2022,8,17,No,0,0,1550.0,Not_Canceled
25180,DZ25181,Yes,2,0,plan 2,0,Type 1,2023,8,18,No,0,0,1170.0,Canceled
25181,DZ25182,Yes,2,2,plan 1,0,Type 1,2023,3,20,No,0,0,870.0,Not_Canceled
25182,DZ25183,No,2,1,plan 1,0,Type 4,2023,9,15,No,0,0,1760.0,Canceled
25183,DZ25184,No,2,1,plan 2,0,Type 1,2022,9,23,No,0,0,1080.0,Not_Canceled
25184,DZ25185,Yes,2,0,plan 1,0,Type 1,2023,4,27,No,0,0,1073.0,Canceled
25185,DZ25186,Yes,1,2,plan 1,0,Type 1,2022,10,18,No,0,0,1160.0,Not_Canceled
25186,DZ25187,No,2,1,plan 2,0,Type 1,2023,3,7,No,0,0,1080.0,Not_Canceled
25187,DZ25188,Yes,2,2,plan 2,0,Type 1,2022,10,16,No,0,0,1100.0,Canceled
25188,DZ25189,Yes,2,2,plan 1,0,Type 5,2023,4,29,No,0,0,1018.5,Canceled
25189,DZ25190,Yes,2,0,plan 1,0,Type 1,2022,8,18,No,0,0,770.0,Not_Canceled
25190,DZ25191,Yes,2,1,plan 1,0,Type 1,2022,10,26,No,0,0,742.4,Not_Canceled
25191,DZ25192,Yes,2,1,plan 2,0,Type 1,2022,10,16,No,0,0,1035.0,Canceled
25192,DZ25193,Yes,2,0,not selected,0,Type 1,2023,4,17,No,0,0,965.0,Not_Canceled
25193,DZ25194,No,2,0,plan 2,0,Type 1,2022,10,8,No,0,0,880.0,Canceled
25194,DZ25195,No,2,0,plan 1,0,Type 1,2023,5,13,No,0,0,670.0,Not_Canceled
25195,DZ25196,No,2,2,plan 1,0,Type 1,2023,7,11,No,0,0,832.5,Not_Canceled
25196,DZ25197,Yes,2,2,plan 1,0,Type 4,2023,9,8,No,0,0,1514.0,Canceled
25197,DZ25198,No,2,2,plan 1,0,Type 4,2023,3,4,No,0,0,908.0,Canceled
25198,DZ25199,No,2,0,plan 1,0,Type 1,2023,6,28,No,0,0,929.5,Canceled
25199,DZ25200,Yes,2,0,not selected,0,Type 1,2023,10,29,No,0,0,1286.7,Not_Canceled
25201,DZ25202,Yes,1,2,plan 1,0,Type 4,2023,4,9,No,0,0,920.0,Not_Canceled
25202,DZ25203,No,2,1,plan 1,0,Type 1,2023,2,19,No,0,0,680.0,Not_Canceled
25203,DZ25204,Yes,2,1,not selected,0,Type 1,2023,9,1,No,0,0,1010.0,Not_Canceled
25204,DZ25205,No,2,0,plan 1,0,Type 1,2023,8,14,No,0,0,1163.0,Not_Canceled
25205,DZ25206,Yes,2,2,plan 2,0,Type 1,2022,9,17,No,0,0,840.0,Not_Canceled
25206,DZ25207,No,2,0,plan 1,0,Type 4,2023,5,20,No,0,0,1580.0,Canceled
25208,DZ25209,Yes,1,0,plan 1,0,Type 1,2023,5,24,No,0,0,1370.0,Canceled
25209,DZ25210,No,2,2,not selected,0,Type 1,2023,5,2,No,0,0,662.6,Not_Canceled
25211,DZ25212,Yes,2,0,plan 1,0,Type 1,2023,1,9,No,0,0,631.5999999999999,Not_Canceled
25212,DZ25213,Yes,2,1,plan 1,0,Type 1,2023,4,25,No,0,0,983.0,Not_Canceled
25213,DZ25214,Yes,2,3,plan 1,0,Type 1,2023,4,9,No,0,0,1358.3000000000002,Not_Canceled
25214,DZ25215,No,1,1,plan 2,0,Type 1,2023,6,15,No,0,0,890.0,Not_Canceled
25215,DZ25216,No,2,1,plan 1,0,Type 6,2023,4,21,No,0,0,2220.0,Not_Canceled
25216,DZ25217,Yes,1,0,plan 1,0,Type 4,2023,6,18,No,0,0,1114.9,Canceled
25217,DZ25218,No,2,1,plan 2,0,Type 1,2023,4,17,No,0,0,1120.0,Canceled
25218,DZ25219,No,2,0,plan 1,0,Type 1,2023,8,28,No,0,0,695.0,Not_Canceled
25219,DZ25220,Yes,0,4,plan 1,0,Type 2,2022,12,24,No,0,0,792.5,Not_Canceled
25220,DZ25221,No,2,0,plan 1,0,Type 1,2023,2,14,No,0,0,890.0,Not_Canceled
25221,DZ25222,No,2,2,plan 2,0,Type 1,2023,7,21,No,0,0,1110.0,Canceled
25222,DZ25223,No,2,2,plan 1,0,Type 2,2023,1,21,No,0,0,812.5,Not_Canceled
25223,DZ25224,Yes,1,1,plan 1,0,Type 1,2023,6,6,No,0,0,1120.0,Not_Canceled
25224,DZ25225,No,1,0,plan 1,0,Type 1,2023,5,15,No,0,0,688.8,Not_Canceled
25225,DZ25226,No,3,0,plan 1,0,Type 4,2023,12,24,No,0,0,1406.0,Not_Canceled
25226,DZ25227,No,2,2,plan 1,0,Type 4,2023,4,12,No,0,0,1456.0,Canceled
25227,DZ25228,Yes,2,1,plan 1,0,Type 1,2023,12,10,No,0,0,1060.0,Not_Canceled
25228,DZ25229,Yes,1,1,plan 1,0,Type 1,2023,2,19,No,0,0,830.0,Not_Canceled
25229,DZ25230,Yes,2,1,plan 1,0,Type 4,2022,10,7,No,0,0,1190.0,Not_Canceled
25230,DZ25231,Yes,2,2,plan 1,0,Type 4,2023,8,5,No,0,0,1680.0,Not_Canceled
25232,DZ25233,No,2,1,plan 1,0,Type 2,2023,7,9,No,0,0,788.5,Not_Canceled
25233,DZ25234,No,1,2,not selected,0,Type 1,2023,10,11,No,0,0,1001.0,Canceled
25235,DZ25236,No,2,1,not selected,0,Type 1,2023,8,12,No,0,0,827.5,Canceled
25236,DZ25237,Yes,2,2,plan 1,0,Type 4,2023,5,23,No,0,0,1150.5,Not_Canceled
25237,DZ25238,Yes,1,0,plan 1,0,Type 1,2023,2,19,No,0,0,820.0,Not_Canceled
25238,DZ25239,Yes,2,0,plan 1,0,Type 1,2023,9,5,No,0,0,1040.0,Not_Canceled
25239,DZ25240,No,3,1,plan 1,0,Type 4,2023,2,19,No,0,0,1320.0,Not_Canceled
25240,DZ25241,Yes,2,0,plan 1,0,Type 1,2023,7,25,No,0,0,736.0,Canceled
25241,DZ25242,No,3,1,plan 1,0,Type 4,2023,8,8,No,0,0,1703.0,Canceled
25242,DZ25243,Yes,1,1,plan 1,0,Type 2,2023,7,12,No,0,0,20.0,Not_Canceled
25243,DZ25244,No,2,0,plan 2,0,Type 1,2023,10,14,No,0,0,1170.0,Canceled
25244,DZ25245,No,3,2,plan 1,0,Type 4,2023,7,30,No,0,0,1515.8000000000002,Canceled
